Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,5.1304e-07,0.46237
0.0308395,-2.9074e-06,0.29385
0.0324205,-1.6158e-06,0.80397
0.034083,-4.8075e-06,0.24689
0.0358305,-8.5508e-07,1.1936
0.0376675,2.7952e-07,3.2054
0.039598999999999995,1.1562e-06,0.73081
0.0416295,3.8777e-07,1.8864
0.0437635,-5.9842e-07,1.1567
0.046007,9.3747e-07,0.67364
0.048366,1.9259e-07,3.2368
0.050846,6.3997e-07,0.83437
0.053453,1.4559e-07,3.1849
0.0561935,3.5945e-07,1.1569
0.0590745,1.7324e-07,2.0983
0.062103500000000006,8.5897e-07,0.38319
0.0652875,1.1408e-06,0.25595
0.0686345,8.3287e-07,0.32508
0.0721535,4.5671e-07,0.54648
0.075853,6.9081e-07,0.33926
0.07974200000000001,5.493e-07,0.38896
0.0838305,7.7284e-07,0.27309
0.088129,8.0954e-07,0.24178
0.0926475,1.1405e-06,0.15983
0.0973975,8.0965e-07,0.22555
0.10239100000000001,1.1765e-06,0.14801
0.10764,1.068e-06,0.15652
0.11316,1.4255e-06,0.1124
0.11896,1.2101e-06,0.12175
0.12506,1.4023e-06,0.10425
0.131475,1.4204e-06,0.097592
0.13821499999999998,1.4485e-06,0.10072
0.14529999999999998,1.3055e-06,0.10641
0.15275,1.2631e-06,0.10243
0.16058,1.5036e-06,0.087483
0.16881,1.4166e-06,0.088801
0.17747,1.6476e-06,0.076879
0.18657,1.8544e-06,0.070295
0.196135,1.7066e-06,0.073228
0.20618999999999998,1.9183e-06,0.065938
0.21676,1.8172e-06,0.070755
0.227875,2.1026e-06,0.061587
0.23956,1.9476e-06,0.067369
0.251845,2.1609e-06,0.060831
0.26475499999999996,2.1803e-06,0.06091
0.278325,2.6069e-06,0.050557
0.292595,2.488e-06,0.053707
0.3076,2.6663e-06,0.05092
0.32337000000000005,2.9667e-06,0.047174
0.33995,2.7402e-06,0.050665
0.35738000000000003,2.9075e-06,0.047626
0.37570000000000003,2.8398e-06,0.049868
0.394965,2.8945e-06,0.048402
0.415215,3.1129e-06,0.045802
0.43650500000000003,3.1436e-06,0.045774
0.458885,2.9597e-06,0.047593
0.48241,3.1572e-06,0.046513
0.507145,3.2109e-06,0.046798
0.533145,2.9844e-06,0.050871
0.56048,3.0205e-06,0.048788
0.58922,2.8457e-06,0.051176
0.6194299999999999,2.4954e-06,0.057244
0.6511899999999999,2.7882e-06,0.051385
0.68458,3.452e-06,0.04469
0.7196750000000001,3.4235e-06,0.046701
0.75657,3.2303e-06,0.049374
0.79536,3.3044e-06,0.048471
0.83614,3.4854e-06,0.046258
0.8790100000000001,3.7839e-06,0.044954
0.92408,3.7892e-06,0.043755
0.97146,3.7331e-06,0.044088
1.02127,3.8473e-06,0.04495
1.07365,3.894e-06,0.046276
1.1287,3.899e-06,0.045862
1.18655,3.8164e-06,0.047284
1.2473999999999998,4.2057e-06,0.043502
1.31135,4.3271e-06,0.044609
1.3785500000000002,4.1652e-06,0.046199
1.4492500000000001,3.8943e-06,0.049843
1.5235500000000002,4.3126e-06,0.046473
1.60165,3.8883e-06,0.052726
1.6838,4.4939e-06,0.045575
1.7701500000000001,4.4079e-06,0.056308
1.8609,4.203e-06,0.054898
1.9563,4.7449e-06,0.050441
2.0566,4.2885e-06,0.053833
2.16205,3.7599e-06,0.060122
2.2729,4.1515e-06,0.054765
2.3894,3.5089e-06,0.062856
2.5119,4.202e-06,0.053268
2.6407,3.9269e-06,0.053666
2.7761,3.0434e-06,0.067574
2.91845,3.1128e-06,0.06141
3.06805,2.592e-06,0.072801
3.2253499999999997,2.5318e-06,0.074997
3.3907499999999997,3.3098e-06,0.06127
3.5646,2.8636e-06,0.066662
3.74735,2.5801e-06,0.07675
3.93945,2.8499e-06,0.064293
4.14145,2.6662e-06,0.071621
4.3538,2.7569e-06,0.075199
4.577,3.0076e-06,0.063087
4.81165,2.6188e-06,0.074179
5.05835,2.9835e-06,0.062776
5.3177,2.65e-06,0.076967
5.59035,2.9946e-06,0.06803
5.877000000000001,3.5064e-06,0.061577
6.1783,3.1924e-06,0.071457
6.49505,3.5524e-06,0.065147
6.8281,3.8261e-06,0.064036
7.1782,4.4448e-06,0.060492
7.5462,4.5794e-06,0.062848
7.9331,4.5162e-06,0.06381
8.339849999999998,4.4947e-06,0.065132
8.76745,4.1993e-06,0.072538
9.21695,3.867e-06,0.078008
9.689499999999999,3.999e-06,0.080418
10.186350000000001,4.3363e-06,0.075729
10.7085,4.8296e-06,0.0759
11.2575,7.794e-06,0.053658
11.835,9.9816e-06,0.046905
12.442,1.0652e-05,0.043173
13.0795,7.1408e-06,0.059534
13.75,1.3007e-05,0.039513
14.455,4.3453e-05,0.019092
15.196000000000002,7.3851e-05,0.014481
15.9755,3.0752e-05,0.021947
16.7945,1.7118e-06,0.093314
17.6555,6.445e-08,0.78692
18.561,-4.5281e-08,1.1574
19.5125,3.0402e-08,1.2619
20.464,5.4569e-10,66.907
