Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,8.6987e-06,0.14148
0.0308395,-1.1218e-05,0.19247
0.0324205,-8.8215e-06,0.23636
0.034083,-3.4541e-06,0.52289
0.0358305,-5.0336e-06,0.31948
0.0376675,-3.3593e-06,0.43427
0.039598999999999995,4.8407e-06,0.27579
0.0416295,-3.782e-06,0.31707
0.0437635,-3.868e-06,0.28729
0.046007,-2.3671e-06,0.4509
0.048366,-2.2259e-06,0.42526
0.050846,-2.5258e-06,0.32848
0.053453,1.4073e-06,0.53684
0.0561935,-1.6378e-06,0.40404
0.0590745,-8.7559e-07,0.65384
0.062103500000000006,-5.9197e-07,0.87633
0.0652875,5.0382e-07,0.9309
0.0686345,-5.2532e-07,0.84907
0.0721535,3.9521e-07,0.9882
0.075853,-2.7901e-07,1.3198
0.07974200000000001,4.8851e-07,0.72201
0.0838305,4.8269e-07,0.63459
0.088129,-1.5386e-07,2.0051
0.0926475,3.8219e-07,0.70793
0.0973975,9.8686e-07,0.26867
0.10239100000000001,7.0931e-07,0.36243
0.10764,4.2107e-07,0.58997
0.11316,1.0384e-06,0.22494
0.11896,1.0742e-06,0.21611
0.12506,1.2082e-06,0.17953
0.131475,1.1523e-06,0.18068
0.13821499999999998,1.6638e-06,0.12795
0.14529999999999998,1.2307e-06,0.16462
0.15275,1.5421e-06,0.12473
0.16058,1.4048e-06,0.14149
0.16881,2.0603e-06,0.094788
0.17747,1.5766e-06,0.11723
0.18657,1.7421e-06,0.10361
0.196135,1.4958e-06,0.12323
0.20618999999999998,1.8941e-06,0.098646
0.21676,1.9668e-06,0.09581
0.227875,2.1107e-06,0.084276
0.23956,2.3214e-06,0.080203
0.251845,2.0437e-06,0.090197
0.26475499999999996,2.5149e-06,0.074031
0.278325,2.8815e-06,0.066485
0.292595,3.1118e-06,0.061456
0.3076,2.687e-06,0.075425
0.32337000000000005,3.308e-06,0.059515
0.33995,3.4825e-06,0.056868
0.35738000000000003,3.5615e-06,0.056259
0.37570000000000003,3.5216e-06,0.059279
0.394965,3.3368e-06,0.063316
0.415215,3.7599e-06,0.054701
0.43650500000000003,3.7117e-06,0.056238
0.458885,3.783e-06,0.05697
0.48241,4.0129e-06,0.054869
0.507145,4.6028e-06,0.048398
0.533145,4.1894e-06,0.052186
0.56048,4.2916e-06,0.049684
0.58922,3.3694e-06,0.06249
0.6194299999999999,2.6147e-06,0.073525
0.6511899999999999,3.9667e-06,0.054802
0.68458,4.8653e-06,0.047817
0.7196750000000001,4.8827e-06,0.049807
0.75657,4.9749e-06,0.047864
0.79536,4.8409e-06,0.047711
0.83614,5.0312e-06,0.047742
0.8790100000000001,5.1703e-06,0.04686
0.92408,5.6677e-06,0.043288
0.97146,5.8878e-06,0.043709
1.02127,5.9731e-06,0.04524
1.07365,6.1855e-06,0.044278
1.1287,6.6851e-06,0.041386
1.18655,7.0271e-06,0.039797
1.2473999999999998,6.8292e-06,0.04216
1.31135,7.4997e-06,0.038777
1.3785500000000002,8.4819e-06,0.036503
1.4492500000000001,9.0306e-06,0.035254
1.5235500000000002,8.9613e-06,0.036308
1.60165,9.0795e-06,0.03565
1.6838,9.3645e-06,0.035787
1.7701500000000001,1.0998e-05,0.040937
1.8609,1.0626e-05,0.040474
1.9563,1.0125e-05,0.040665
2.0566,1.0102e-05,0.04033
2.16205,9.9055e-06,0.041062
2.2729,9.4482e-06,0.041715
2.3894,8.0305e-06,0.045279
2.5119,8.1141e-06,0.043945
2.6407,6.4479e-06,0.051175
2.7761,5.179e-06,0.059828
2.91845,7.8234e-06,0.044675
3.06805,1.3952e-05,0.033207
3.2253499999999997,1.9423e-05,0.028221
3.3907499999999997,7.901e-06,0.047377
3.5646,6.7744e-06,0.051199
3.74735,7.0281e-06,0.052206
3.93945,7.5843e-06,0.049279
4.14145,7.4727e-06,0.04955
4.3538,6.9333e-06,0.052866
4.577,6.7096e-06,0.054881
4.81165,6.8099e-06,0.053826
5.05835,6.4709e-06,0.054695
5.3177,6.4003e-06,0.054421
5.59035,6.4214e-06,0.057828
5.877000000000001,5.6214e-06,0.063673
6.1783,6.4677e-06,0.058814
6.49505,5.9642e-06,0.063816
6.8281,6.0792e-06,0.064279
7.1782,6.3559e-06,0.061632
7.5462,6.9042e-06,0.059661
7.9331,7.668e-06,0.058965
8.339849999999998,8.4785e-06,0.059487
8.76745,8.1469e-06,0.060823
9.21695,7.764e-06,0.067364
9.689499999999999,7.9872e-06,0.067354
10.186350000000001,7.9576e-06,0.06768
10.7085,8.8919e-06,0.066009
11.2575,9.9074e-06,0.064833
11.835,1.3834e-05,0.051221
12.442,2.3487e-05,0.035834
13.0795,3.7709e-05,0.027269
13.75,3.7106e-05,0.027232
14.455,0.00014317,0.013266
15.196000000000002,0.003079,0.0028164
15.9755,0.0040581,0.002409
16.7945,0.00042463,0.0073117
17.6555,6.5816e-06,0.058105
18.561,5.5313e-07,0.20126
19.5125,1.9312e-07,0.32477
20.464,1.3517e-07,0.38124
