Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,-3.3038e-06,0.14182
0.0308395,-1.5648e-07,10.593
0.0324205,-1.6241e-06,0.89795
0.034083,-2.8953e-06,0.44339
0.0358305,-1.1894e-06,0.94861
0.0376675,-7.6386e-08,13.194
0.039598999999999995,6.7526e-07,1.3339
0.0416295,-5.5932e-07,1.4585
0.0437635,-7.7484e-07,0.97024
0.046007,-6.291e-07,1.1108
0.048366,9.5922e-07,0.66003
0.050846,4.7165e-07,1.2053
0.053453,2.1243e-07,2.3424
0.0561935,-4.2692e-07,1.0234
0.0590745,-3.7671e-07,1.0134
0.062103500000000006,1.5324e-07,2.2092
0.0652875,7.5598e-07,0.3958
0.0686345,1.6094e-07,1.6869
0.0721535,3.9827e-07,0.60109
0.075853,5.5348e-07,0.39611
0.07974200000000001,5.0037e-07,0.41193
0.0838305,4.5447e-07,0.41653
0.088129,3.1326e-07,0.56189
0.0926475,5.2276e-07,0.3174
0.0973975,3.9071e-07,0.40137
0.10239100000000001,5.2455e-07,0.27995
0.10764,1.4723e-07,0.94363
0.11316,3.4588e-07,0.38834
0.11896,4.7359e-07,0.2635
0.12506,4.7783e-07,0.25376
0.131475,7.8246e-07,0.14764
0.13821499999999998,5.6918e-07,0.19465
0.14529999999999998,4.8597e-07,0.218
0.15275,8.3758e-07,0.11975
0.16058,7.8121e-07,0.12592
0.16881,8.2372e-07,0.11568
0.17747,9.6539e-07,0.096253
0.18657,9.5183e-07,0.095725
0.196135,7.9904e-07,0.11152
0.20618999999999998,1.0121e-06,0.087709
0.21676,9.3675e-07,0.094235
0.227875,9.4176e-07,0.09274
0.23956,1.135e-06,0.075329
0.251845,1.205e-06,0.070805
0.26475499999999996,1.3172e-06,0.064027
0.278325,1.6101e-06,0.053022
0.292595,1.6094e-06,0.0525
0.3076,1.5919e-06,0.052791
0.32337000000000005,1.7945e-06,0.046949
0.33995,1.8465e-06,0.046249
0.35738000000000003,2.0636e-06,0.04189
0.37570000000000003,2.1345e-06,0.04045
0.394965,2.4686e-06,0.036884
0.415215,2.8871e-06,0.032635
0.43650500000000003,3.1761e-06,0.030912
0.458885,3.4126e-06,0.028613
0.48241,3.4302e-06,0.028634
0.507145,3.8183e-06,0.025841
0.533145,3.4543e-06,0.027082
0.56048,2.8284e-06,0.031983
0.58922,3.0206e-06,0.029575
0.6194299999999999,2.9476e-06,0.030432
0.6511899999999999,3.0075e-06,0.029806
0.68458,2.8347e-06,0.031728
0.7196750000000001,2.998e-06,0.030205
0.75657,2.9229e-06,0.030392
0.79536,2.9478e-06,0.030372
0.83614,3.0503e-06,0.029122
0.8790100000000001,2.8302e-06,0.03113
0.92408,3.0143e-06,0.030195
0.97146,3.0405e-06,0.031057
1.02127,3.2213e-06,0.029238
1.07365,3.1848e-06,0.029528
1.1287,3.2231e-06,0.028635
1.18655,2.9653e-06,0.031653
1.2473999999999998,3.0186e-06,0.031044
1.31135,2.8465e-06,0.032304
1.3785500000000002,2.7614e-06,0.033064
1.4492500000000001,2.7117e-06,0.034208
1.5235500000000002,2.822e-06,0.032486
1.60165,2.6624e-06,0.035089
1.6838,2.4402e-06,0.037004
1.7701500000000001,2.4648e-06,0.039393
1.8609,2.3484e-06,0.040702
1.9563,1.884e-06,0.045065
2.0566,1.5792e-06,0.050193
2.16205,1.4175e-06,0.052792
2.2729,1.2049e-06,0.057461
2.3894,1.1468e-06,0.059098
2.5119,1.0352e-06,0.061962
2.6407,7.8806e-07,0.076523
2.7761,7.5153e-07,0.074193
2.91845,6.2058e-07,0.081571
3.06805,4.9207e-07,0.10279
3.2253499999999997,4.5926e-07,0.10497
3.3907499999999997,4.1284e-07,0.11984
3.5646,2.2078e-07,0.20929
3.74735,2.7959e-07,0.17059
3.93945,2.5049e-07,0.16536
4.14145,2.2145e-07,0.21062
4.3538,2.5429e-07,0.16319
4.577,2.0435e-07,0.19141
4.81165,1.8613e-07,0.20529
5.05835,9.0909e-08,0.42704
5.3177,1.93e-07,0.21713
5.59035,1.3711e-07,0.31924
5.877000000000001,6.6291e-08,0.61627
6.1783,8.88e-08,0.50447
6.49505,5.7566e-08,0.78958
6.8281,1.1584e-07,0.40622
7.1782,1.7252e-07,0.27664
7.5462,1.6284e-07,0.30852
7.9331,7.7373e-08,0.67101
8.339849999999998,2.8321e-07,0.18029
8.76745,2.299e-07,0.26506
9.21695,8.2043e-08,0.77081
9.689499999999999,2.5879e-07,0.23846
10.186350000000001,2.4511e-07,0.24896
10.7085,2.5741e-07,0.22984
11.2575,2.2816e-07,0.26506
11.835,3.0163e-07,0.20789
12.442,5.3368e-07,0.12408
13.0795,8.5022e-07,0.096681
13.75,1.7714e-06,0.057056
14.455,6.3162e-06,0.028132
15.196000000000002,2.8262e-05,0.012868
15.9755,1.088e-05,0.02058
16.7945,3.5281e-07,0.14646
17.6555,6.9116e-08,0.41062
18.561,1.5614e-08,1.7953
19.5125,-1.1e-08,2.2468
20.464,2.3962e-08,1.0503
