Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.488405,3.8151e-08,1.3283
0.5007699999999999,3.7458e-08,1.3345
0.5134449999999999,5.0648e-08,0.96149
0.52644,6.3534e-08,0.72468
0.5397700000000001,1.2502e-07,0.37026
0.553435,1.4757e-07,0.29194
0.567445,4.8098e-08,0.88101
0.58181,1.6363e-07,0.24639
0.596535,1.1265e-07,0.35304
0.61164,1.5516e-07,0.24453
0.6271249999999999,1.3126e-07,0.29011
0.643,1.1565e-07,0.31619
0.65928,1.8405e-07,0.19574
0.67597,1.6156e-07,0.22317
0.69308,1.2414e-07,0.27585
0.7106250000000001,1.2036e-07,0.28134
0.728615,1.0402e-07,0.31853
0.7470600000000001,1.5157e-07,0.21435
0.76597,1.9409e-07,0.16202
0.7853600000000001,1.6281e-07,0.19197
0.805245,1.9927e-07,0.15305
0.82563,2.1083e-07,0.14242
0.84653,1.6345e-07,0.1855
0.8679600000000001,1.7791e-07,0.1777
0.88993,2.46e-07,0.124
0.912455,1.9768e-07,0.15616
0.935555,2.1461e-07,0.14127
0.9592400000000001,2.1512e-07,0.14401
0.983525,2.003e-07,0.15504
1.00841,1.9696e-07,0.16122
1.03395,2.0636e-07,0.15903
1.06015,2.6962e-07,0.12106
1.087,2.569e-07,0.12298
1.1145,2.5036e-07,0.13116
1.1427,2.6768e-07,0.11463
1.17165,2.2367e-07,0.14087
1.2012999999999998,2.3513e-07,0.13639
1.2317,2.0134e-07,0.15474
1.2629000000000001,1.9381e-07,0.16152
1.2948499999999998,2.6218e-07,0.12206
1.3276,3.1653e-07,0.10754
1.3612000000000002,2.9014e-07,0.11775
1.39565,2.3616e-07,0.14259
1.431,2.5341e-07,0.13727
1.46725,2.0471e-07,0.16479
1.5044,2.8695e-07,0.11738
1.5425,3.1435e-07,0.11037
1.58155,1.9808e-07,0.17627
1.62155,2.9202e-07,0.12254
1.6625999999999999,2.6376e-07,0.13732
1.7046999999999999,2.8045e-07,0.13189
1.7478500000000001,2.2044e-07,0.16882
1.7921,2.551e-07,0.1525
1.83745,2.7546e-07,0.13574
1.88395,2.3737e-07,0.16275
1.9316499999999999,3.0734e-07,0.1257
1.98055,3.1133e-07,0.12573
2.0307,2.7473e-07,0.14029
2.0820999999999996,1.6753e-07,0.23467
2.1348000000000003,2.7358e-07,0.14568
2.1888500000000004,2.6036e-07,0.15246
2.24425,2.6085e-07,0.15267
2.3011,2.0582e-07,0.19529
2.35935,2.9782e-07,0.14012
2.41905,2.5536e-07,0.16432
2.4802999999999997,2.5455e-07,0.16313
2.5431,2.2712e-07,0.18583
