Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,0.0,1.0
0.0308395,-7.6374e-08,0.0
0.0324205,-1.1852e-06,0.0
0.034083,-8.9447e-07,0.24368
0.0358305,-1.0685e-06,0.26782
0.0376675,-2.4588e-07,0.99059
0.039598999999999995,-7.5674e-07,0.30096
0.0416295,-5.4208e-07,0.38203
0.0437635,-1.1456e-07,1.6744
0.046007,1.3786e-07,1.2426
0.048366,-4.8776e-07,0.35263
0.050846,9.4185e-08,1.5596
0.053453,3.1112e-07,0.43265
0.0561935,1.2881e-07,0.90227
0.0590745,4.464e-07,0.24421
0.062103500000000006,5.3244e-07,0.18231
0.0652875,7.0879e-07,0.12517
0.0686345,7.3812e-07,0.11302
0.0721535,6.3596e-07,0.1165
0.075853,6.1684e-07,0.11176
0.07974200000000001,7.0253e-07,0.095693
0.0838305,6.0722e-07,0.099917
0.088129,5.6038e-07,0.095324
0.0926475,5.4611e-07,0.093606
0.0973975,6.9806e-07,0.072536
0.10239100000000001,8.7694e-07,0.06272
0.10764,1.0861e-06,0.050637
0.11316,1.1911e-06,0.048531
0.11896,1.3816e-06,0.041947
0.12506,1.654e-06,0.036487
0.131475,1.8577e-06,0.033198
0.13821499999999998,1.5815e-06,0.037437
0.14529999999999998,1.3129e-06,0.037973
0.15275,1.2283e-06,0.038386
0.16058,1.493e-06,0.03256
0.16881,1.3573e-06,0.034775
0.17747,1.3362e-06,0.033309
0.18657,1.2056e-06,0.03506
0.196135,1.0012e-06,0.038662
0.20618999999999998,1.2673e-06,0.032431
0.21676,1.526e-06,0.029268
0.227875,1.529e-06,0.029848
0.23956,1.8101e-06,0.026172
0.251845,2.1899e-06,0.023988
0.26475499999999996,2.7648e-06,0.020566
0.278325,2.8352e-06,0.020577
0.292595,3.0497e-06,0.019832
0.3076,3.302e-06,0.01892
0.32337000000000005,2.6952e-06,0.020637
0.33995,2.5455e-06,0.021737
0.35738000000000003,2.4263e-06,0.021862
0.37570000000000003,1.6464e-06,0.02758
0.394965,1.0974e-06,0.035155
0.415215,1.1701e-06,0.033923
0.43650500000000003,1.3717e-06,0.03135
0.458885,1.6474e-06,0.02813
0.48241,1.6e-06,0.028342
0.507145,1.5515e-06,0.028289
0.533145,1.8834e-06,0.024791
0.56048,2.3379e-06,0.02206
0.58922,3.1653e-06,0.018438
0.6194299999999999,3.638e-06,0.017322
0.6511899999999999,2.9709e-06,0.019485
0.68458,2.0445e-06,0.024332
0.7196750000000001,1.3791e-06,0.030377
0.75657,7.417e-07,0.04739
0.79536,7.6885e-07,0.044531
0.83614,9.8064e-07,0.038417
0.8790100000000001,1.1272e-06,0.034788
0.92408,1.5183e-06,0.029038
0.97146,1.2847e-06,0.033446
1.02127,8.3612e-07,0.045943
1.07365,8.2441e-07,0.045003
1.1287,9.8128e-07,0.040565
1.18655,9.8582e-07,0.040924
1.2473999999999998,7.0733e-07,0.052253
1.31135,4.9632e-07,0.066531
1.3785500000000002,4.6627e-07,0.070063
1.4492500000000001,3.4489e-07,0.093597
1.5235500000000002,3.2814e-07,0.094053
1.60165,2.837e-07,0.10651
1.6838,3.1921e-07,0.096266
1.7701500000000001,3.5002e-07,0.10398
1.8609,2.2702e-07,0.1394
1.9563,2.0312e-07,0.15463
2.0566,1.8236e-07,0.16046
2.16205,1.6374e-07,0.1699
2.2729,1.8367e-07,0.14447
2.3894,1.48e-07,0.16964
2.5119,8.5409e-08,0.26088
2.6407,6.62e-08,0.34306
2.7761,9.8724e-08,0.23283
2.91845,7.1965e-08,0.26777
3.06805,1.0146e-07,0.20869
3.2253499999999997,3.6666e-08,0.56675
3.3907499999999997,6.8971e-08,0.3132
3.5646,3.2656e-08,0.67371
3.74735,4.3908e-08,0.45812
3.93945,1.982e-08,1.0558
4.14145,2.658e-08,0.64671
4.3538,2.9293e-08,0.62174
4.577,3.0684e-08,0.62456
4.81165,3.4842e-08,0.50058
5.05835,4.4461e-08,0.38856
5.3177,1.3411e-08,1.23
5.59035,2.0126e-08,0.92098
5.877000000000001,1.2451e-08,1.5262
6.1783,5.4564e-08,0.34045
6.49505,5.6628e-08,0.32115
6.8281,2.3408e-08,0.78781
7.1782,5.1888e-08,0.33171
7.5462,2.2443e-08,0.83303
7.9331,2.7518e-08,0.78862
8.339849999999998,3.0115e-08,0.67112
8.76745,5.4592e-08,0.48082
9.21695,4.1421e-08,0.52165
9.689499999999999,2.5713e-08,1.0165
10.186350000000001,7.001e-09,3.4779
10.7085,2.894e-08,0.83563
11.2575,2.0884e-08,1.3659
11.835,4.5908e-08,0.55949
12.442,1.3843e-08,1.7507
13.0795,2.998e-08,0.72587
13.75,3.3626e-08,0.74796
14.455,1.5706e-07,0.18032
15.196000000000002,1.0358e-06,0.060768
15.9755,6.0736e-06,0.022683
16.7945,2.8222e-06,0.03282
17.6555,1.6632e-07,0.15828
18.561,3.4908e-09,4.1489
19.5125,-1.0514e-08,1.0473
20.464,1.2831e-10,81.992
