Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,4.5134e-08,0.0
0.0308395,9.6811e-07,0.0
0.0324205,1.5499e-06,0.29401
0.034083,1.703e-06,0.39826
0.0358305,4.1397e-07,1.3645
0.0376675,5.1048e-07,1.0064
0.039598999999999995,5.8164e-07,0.81663
0.0416295,-1.3454e-07,3.0132
0.0437635,8.7111e-07,0.42556
0.046007,2.5065e-07,1.5483
0.048366,8.1347e-07,0.39989
0.050846,7.7621e-07,0.37914
0.053453,8.7762e-07,0.29701
0.0561935,4.4085e-08,5.2719
0.0590745,1.8983e-07,1.0954
0.062103500000000006,3.8509e-07,0.49345
0.0652875,4.094e-07,0.39641
0.0686345,1.848e-07,0.78827
0.0721535,2.3847e-07,0.54141
0.075853,3.6714e-07,0.33072
0.07974200000000001,3.7761e-07,0.29806
0.0838305,3.6396e-07,0.2889
0.088129,2.035e-07,0.49695
0.0926475,2.2397e-07,0.4288
0.0973975,2.0787e-07,0.45445
0.10239100000000001,1.9274e-07,0.47281
0.10764,3.6718e-07,0.22242
0.11316,2.011e-07,0.39393
0.11896,2.6981e-07,0.26898
0.12506,4.3093e-07,0.17253
0.131475,3.3313e-07,0.22259
0.13821499999999998,3.4288e-07,0.19559
0.14529999999999998,3.9222e-07,0.17277
0.15275,4.7057e-07,0.14277
0.16058,4.8573e-07,0.14334
0.16881,4.1678e-07,0.16669
0.17747,5.7342e-07,0.11716
0.18657,5.7481e-07,0.11431
0.196135,5.7181e-07,0.11607
0.20618999999999998,6.5959e-07,0.099811
0.21676,6.0175e-07,0.11062
0.227875,7.0992e-07,0.098431
0.23956,8.637e-07,0.081624
0.251845,8.2456e-07,0.084275
0.26475499999999996,8.8298e-07,0.08264
0.278325,9.5559e-07,0.077376
0.292595,1.2105e-06,0.064477
0.3076,1.0919e-06,0.06885
0.32337000000000005,1.246e-06,0.064026
0.33995,1.3021e-06,0.064427
0.35738000000000003,1.5037e-06,0.057031
0.37570000000000003,1.638e-06,0.05304
0.394965,1.6005e-06,0.055594
0.415215,1.4374e-06,0.060628
0.43650500000000003,1.8386e-06,0.053657
0.458885,2.2752e-06,0.046022
0.48241,2.3595e-06,0.044229
0.507145,2.7022e-06,0.041585
0.533145,3.385e-06,0.034749
0.56048,3.8154e-06,0.032556
0.58922,5.2487e-06,0.026869
0.6194299999999999,5.1398e-06,0.027529
0.6511899999999999,3.4923e-06,0.034873
0.68458,4.0623e-06,0.03186
0.7196750000000001,4.569e-06,0.030081
0.75657,5.1677e-06,0.028365
0.79536,6.2467e-06,0.025685
0.83614,7.1354e-06,0.023809
0.8790100000000001,8.4013e-06,0.021906
0.92408,1.0058e-05,0.020022
0.97146,7.6426e-06,0.02363
1.02127,5.2394e-06,0.030073
1.07365,5.8181e-06,0.028216
1.1287,8.3007e-06,0.02287
1.18655,8.7855e-06,0.022574
1.2473999999999998,9.1614e-06,0.022059
1.31135,5.8493e-06,0.028821
1.3785500000000002,5.1235e-06,0.031159
1.4492500000000001,6.8947e-06,0.026515
1.5235500000000002,7.2005e-06,0.026317
1.60165,6.5857e-06,0.028368
1.6838,7.2616e-06,0.026917
1.7701500000000001,7.0033e-06,0.036984
1.8609,1.0242e-05,0.029285
1.9563,1.0733e-05,0.027859
2.0566,1.0768e-05,0.027678
2.16205,9.4419e-06,0.02934
2.2729,1.0908e-05,0.026899
2.3894,1.0415e-05,0.027557
2.5119,1.0459e-05,0.027388
2.6407,1.4537e-05,0.022865
2.7761,2.1711e-05,0.018539
2.91845,2.4727e-05,0.017403
3.06805,2.5649e-05,0.017137
3.2253499999999997,1.9213e-05,0.020157
3.3907499999999997,8.8932e-06,0.030409
3.5646,9.0115e-06,0.030844
3.74735,7.0129e-06,0.035675
3.93945,5.6407e-06,0.04024
4.14145,5.1453e-06,0.043025
4.3538,6.2035e-06,0.039294
4.577,8.3163e-06,0.033284
4.81165,9.2701e-06,0.031556
5.05835,6.7365e-06,0.038396
5.3177,6.8706e-06,0.037956
5.59035,7.118e-06,0.037605
5.877000000000001,6.7458e-06,0.039406
6.1783,5.743e-06,0.044154
6.49505,5.9583e-06,0.044562
6.8281,5.9176e-06,0.045665
7.1782,4.7467e-06,0.054729
7.5462,5.4804e-06,0.052904
7.9331,6.2723e-06,0.05002
8.339849999999998,6.3112e-06,0.050535
8.76745,6.9831e-06,0.047456
9.21695,8.4226e-06,0.043105
9.689499999999999,8.1223e-06,0.04529
10.186350000000001,7.992e-06,0.046049
10.7085,9.3365e-06,0.042094
11.2575,1.1838e-05,0.03687
11.835,1.5453e-05,0.031091
12.442,2.3814e-05,0.024689
13.0795,3.6217e-05,0.019601
13.75,0.0001213,0.010404
14.455,0.0023062,0.0023276
15.196000000000002,0.0033522,0.0019133
15.9755,0.00015682,0.008698
16.7945,5.221e-06,0.048778
17.6555,8.9393e-08,0.80502
18.561,-1.305e-07,0.49157
19.5125,-1.827e-08,2.6585
20.464,1.7625e-07,0.30219
