Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,-7.1363e-07,0.0
0.0308395,-7.7495e-07,0.20654
0.0324205,1.5106e-07,2.8591
0.034083,3.5556e-07,1.1046
0.0358305,2.4242e-07,1.3908
0.0376675,2.009e-07,1.507
0.039598999999999995,4.7416e-07,0.58677
0.0416295,3.7428e-08,6.4659
0.0437635,9.2538e-08,2.4408
0.046007,-2.8359e-08,7.9485
0.048366,-5.4342e-07,0.37589
0.050846,-1.0514e-07,1.7047
0.053453,3.4958e-07,0.44244
0.0561935,-1.1532e-07,1.2547
0.0590745,1.2973e-07,0.94974
0.062103500000000006,2.372e-07,0.45697
0.0652875,1.4859e-07,0.65897
0.0686345,1.4112e-07,0.60532
0.0721535,1.8697e-07,0.4126
0.075853,2.1762e-07,0.32305
0.07974200000000001,2.3979e-07,0.28146
0.0838305,1.6233e-07,0.38868
0.088129,1.4495e-07,0.40529
0.0926475,2.0665e-07,0.27051
0.0973975,1.5334e-07,0.34715
0.10239100000000001,1.1442e-07,0.43759
0.10764,1.8726e-07,0.24459
0.11316,1.7964e-07,0.25251
0.11896,1.5793e-07,0.27935
0.12506,2.3386e-07,0.17657
0.131475,2.3542e-07,0.16821
0.13821499999999998,1.9503e-07,0.20283
0.14529999999999998,1.8271e-07,0.20183
0.15275,2.2287e-07,0.16134
0.16058,2.1345e-07,0.16832
0.16881,2.282e-07,0.15517
0.17747,2.4239e-07,0.13806
0.18657,2.7919e-07,0.12102
0.196135,3.3976e-07,0.097785
0.20618999999999998,3.0641e-07,0.10762
0.21676,2.8098e-07,0.1218
0.227875,3.1054e-07,0.10704
0.23956,3.3393e-07,0.099513
0.251845,3.7609e-07,0.093576
0.26475499999999996,3.566e-07,0.096262
0.278325,3.7656e-07,0.090761
0.292595,3.6796e-07,0.093524
0.3076,3.6537e-07,0.093719
0.32337000000000005,4.4802e-07,0.079189
0.33995,4.3009e-07,0.081257
0.35738000000000003,4.3767e-07,0.080653
0.37570000000000003,3.7902e-07,0.094172
0.394965,4.7453e-07,0.077738
0.415215,4.1984e-07,0.090175
0.43650500000000003,4.7573e-07,0.08174
0.458885,6.0375e-07,0.064178
0.48241,6.101e-07,0.066242
0.507145,5.9942e-07,0.066627
0.533145,6.9271e-07,0.057771
0.56048,7.3784e-07,0.056492
0.58922,8.3861e-07,0.049858
0.6194299999999999,7.9409e-07,0.051489
0.6511899999999999,6.7322e-07,0.060357
0.68458,7.0937e-07,0.061469
0.7196750000000001,7.5327e-07,0.057353
0.75657,8.6405e-07,0.052424
0.79536,8.9982e-07,0.052165
0.83614,9.4371e-07,0.051091
0.8790100000000001,1.087e-06,0.045444
0.92408,1.1621e-06,0.045252
0.97146,1.106e-06,0.046225
1.02127,1.1003e-06,0.047575
1.07365,9.9564e-07,0.053925
1.1287,1.097e-06,0.050331
1.18655,1.3366e-06,0.042608
1.2473999999999998,1.4545e-06,0.040491
1.31135,1.1783e-06,0.049145
1.3785500000000002,1.0884e-06,0.054804
1.4492500000000001,1.3016e-06,0.047041
1.5235500000000002,1.313e-06,0.047678
1.60165,1.1832e-06,0.052688
1.6838,1.2352e-06,0.052803
1.7701500000000001,1.3769e-06,0.05477
1.8609,1.4473e-06,0.050023
1.9563,1.483e-06,0.047733
2.0566,1.3924e-06,0.049424
2.16205,1.3206e-06,0.051765
2.2729,1.309e-06,0.051812
2.3894,1.3744e-06,0.047207
2.5119,1.3636e-06,0.049058
2.6407,1.546e-06,0.045232
2.7761,1.6692e-06,0.043323
2.91845,2.0187e-06,0.037104
3.06805,1.9719e-06,0.039796
3.2253499999999997,1.8125e-06,0.040412
3.3907499999999997,1.6101e-06,0.045642
3.5646,1.3199e-06,0.05296
3.74735,1.2801e-06,0.053382
3.93945,1.2967e-06,0.052303
4.14145,1.0785e-06,0.062899
4.3538,1.2052e-06,0.058983
4.577,1.2636e-06,0.056072
4.81165,1.2976e-06,0.055881
5.05835,1.4004e-06,0.053498
5.3177,1.4658e-06,0.053594
5.59035,1.6034e-06,0.049761
5.877000000000001,1.3999e-06,0.054454
6.1783,1.2517e-06,0.059783
6.49505,1.1277e-06,0.06981
6.8281,8.7005e-07,0.091225
7.1782,8.7106e-07,0.096627
7.5462,1.7022e-06,0.059776
7.9331,1.9988e-06,0.054778
8.339849999999998,1.6783e-06,0.063868
8.76745,2.4049e-06,0.050883
9.21695,2.9343e-06,0.045118
9.689499999999999,2.4317e-06,0.053728
10.186350000000001,1.7926e-06,0.069032
10.7085,2.0578e-06,0.064675
11.2575,1.9862e-06,0.065814
11.835,2.3055e-06,0.058036
12.442,2.9956e-06,0.04602
13.0795,3.8986e-06,0.037173
13.75,1.2436e-05,0.01864
14.455,0.00013837,0.0053131
15.196000000000002,0.00021212,0.0042478
15.9755,3.8572e-05,0.009802
16.7945,1.1654e-05,0.017563
17.6555,3.5108e-06,0.031885
18.561,9.3792e-07,0.06202
19.5125,2.5331e-07,0.12048
20.464,5.6359e-08,0.37419
