Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,0.0,1.0
0.0308395,-1.3802e-06,0.0
0.0324205,-9.6348e-07,0.20432
0.034083,3.6636e-07,0.89513
0.0358305,-4.1035e-07,0.70921
0.0376675,3.1189e-07,0.79371
0.039598999999999995,2.0893e-07,1.111
0.0416295,7.7403e-08,2.7138
0.0437635,7.302e-08,2.6223
0.046007,-4.2107e-08,4.2926
0.048366,-1.5014e-07,1.0936
0.050846,2.7705e-07,0.53513
0.053453,2.8551e-08,4.6079
0.0561935,6.938e-08,1.6326
0.0590745,1.6562e-07,0.59645
0.062103500000000006,9.5523e-08,0.94057
0.0652875,1.0566e-07,0.74959
0.0686345,5.1416e-08,1.4067
0.0721535,1.2495e-07,0.52521
0.075853,2.4384e-07,0.2462
0.07974200000000001,6.9564e-08,0.80328
0.0838305,1.4507e-07,0.35346
0.088129,-2.1728e-08,2.2957
0.0926475,1.1698e-07,0.39739
0.0973975,5.3474e-08,0.82229
0.10239100000000001,1.2231e-07,0.33662
0.10764,9.9829e-08,0.39184
0.11316,1.714e-07,0.20845
0.11896,1.8483e-07,0.19247
0.12506,1.5919e-07,0.21641
0.131475,1.3201e-07,0.25245
0.13821499999999998,1.5116e-07,0.21159
0.14529999999999998,1.6136e-07,0.19372
0.15275,1.7476e-07,0.17034
0.16058,1.98e-07,0.14704
0.16881,1.4042e-07,0.20232
0.17747,1.8211e-07,0.15359
0.18657,1.8204e-07,0.14788
0.196135,2.4612e-07,0.11154
0.20618999999999998,1.7731e-07,0.15382
0.21676,1.9115e-07,0.14396
0.227875,2.4172e-07,0.11152
0.23956,2.2021e-07,0.12354
0.251845,2.833e-07,0.097578
0.26475499999999996,2.1854e-07,0.12379
0.278325,2.3166e-07,0.11722
0.292595,3.0697e-07,0.089355
0.3076,3.3484e-07,0.083923
0.32337000000000005,2.9186e-07,0.098194
0.33995,3.9557e-07,0.070792
0.35738000000000003,3.4743e-07,0.083156
0.37570000000000003,2.8791e-07,0.097484
0.394965,2.9437e-07,0.10163
0.415215,3.0728e-07,0.097766
0.43650500000000003,3.7451e-07,0.082273
0.458885,4.8061e-07,0.06555
0.48241,4.9637e-07,0.064903
0.507145,5.2002e-07,0.062205
0.533145,5.5384e-07,0.058704
0.56048,6.007e-07,0.055529
0.58922,5.8733e-07,0.057188
0.6194299999999999,6.2254e-07,0.053643
0.6511899999999999,5.764e-07,0.058544
0.68458,6.1273e-07,0.05806
0.7196750000000001,6.9158e-07,0.051376
0.75657,7.6477e-07,0.048257
0.79536,8.2149e-07,0.045749
0.83614,8.9295e-07,0.044433
0.8790100000000001,9.4141e-07,0.043392
0.92408,8.443e-07,0.048304
0.97146,7.6214e-07,0.054446
1.02127,7.4692e-07,0.057312
1.07365,8.1902e-07,0.05339
1.1287,8.9875e-07,0.050918
1.18655,9.4215e-07,0.048338
1.2473999999999998,9.3166e-07,0.050892
1.31135,7.9723e-07,0.060893
1.3785500000000002,7.3094e-07,0.067432
1.4492500000000001,8.7595e-07,0.05789
1.5235500000000002,8.7097e-07,0.06087
1.60165,8.2673e-07,0.066688
1.6838,8.5059e-07,0.066004
1.7701500000000001,9.0312e-07,0.06238
1.8609,9.9305e-07,0.05675
1.9563,9.2171e-07,0.059777
2.0566,8.7529e-07,0.061389
2.16205,9.0326e-07,0.058447
2.2729,7.4452e-07,0.072556
2.3894,8.626e-07,0.061025
2.5119,9.7642e-07,0.054674
2.6407,8.3467e-07,0.063277
2.7761,7.7473e-07,0.065736
2.91845,7.7146e-07,0.065704
3.06805,7.0054e-07,0.070653
3.2253499999999997,6.8145e-07,0.075729
3.3907499999999997,6.1056e-07,0.087516
3.5646,4.8573e-07,0.11078
3.74735,4.6535e-07,0.11573
3.93945,6.0108e-07,0.093943
4.14145,6.6371e-07,0.088232
4.3538,6.4682e-07,0.090271
4.577,6.7129e-07,0.08456
4.81165,6.8478e-07,0.081313
5.05835,6.5613e-07,0.080031
5.3177,6.687e-07,0.078178
5.59035,5.8654e-07,0.086813
5.877000000000001,6.5635e-07,0.077708
6.1783,6.4925e-07,0.084648
6.49505,7.0645e-07,0.084805
6.8281,7.5009e-07,0.084501
7.1782,7.8987e-07,0.088497
7.5462,8.1381e-07,0.093923
7.9331,8.5471e-07,0.09717
8.339849999999998,6.757e-07,0.12808
8.76745,7.6846e-07,0.12035
9.21695,7.1873e-07,0.13609
9.689499999999999,6.045e-07,0.17119
10.186350000000001,6.4245e-07,0.16916
10.7085,9.5649e-07,0.11946
11.2575,1.1608e-06,0.10717
11.835,1.9376e-06,0.067407
12.442,3.4359e-06,0.040901
13.0795,5.1296e-06,0.029284
13.75,5.9734e-06,0.025168
14.455,4.2948e-06,0.028393
15.196000000000002,2.0447e-06,0.041899
15.9755,7.1058e-07,0.073306
16.7945,1.383e-07,0.20038
17.6555,5.7231e-08,0.36401
18.561,4.0667e-08,0.45166
19.5125,-5.6706e-10,23.55
20.464,1.7224e-08,0.96841
