Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,1.2358e-05,0.061757
0.0308395,8.4613e-06,0.1554
0.0324205,8.1084e-06,0.1432
0.034083,5.9893e-06,0.17571
0.0358305,6.0588e-06,0.15059
0.0376675,6.0993e-06,0.13422
0.039598999999999995,4.5344e-06,0.16265
0.0416295,5.7262e-06,0.11378
0.0437635,3.5602e-06,0.17548
0.046007,4.5562e-06,0.12683
0.048366,4.1509e-06,0.1281
0.050846,3.8487e-06,0.12579
0.053453,3.1431e-06,0.13204
0.0561935,3.4471e-06,0.10949
0.0590745,3.0136e-06,0.10868
0.062103500000000006,2.3872e-06,0.1223
0.0652875,2.5432e-06,0.10324
0.0686345,1.8182e-06,0.13421
0.0721535,2.7145e-06,0.077934
0.075853,2.3681e-06,0.08261
0.07974200000000001,2.2665e-06,0.080976
0.0838305,2.3697e-06,0.074375
0.088129,1.967e-06,0.080457
0.0926475,2.0308e-06,0.075918
0.0973975,2.2092e-06,0.067238
0.10239100000000001,2.2056e-06,0.063988
0.10764,1.9717e-06,0.068945
0.11316,2.0263e-06,0.064559
0.11896,2.041e-06,0.060433
0.12506,2.0183e-06,0.059783
0.131475,2.1502e-06,0.055199
0.13821499999999998,2.1607e-06,0.053798
0.14529999999999998,2.1608e-06,0.051272
0.15275,2.1256e-06,0.05009
0.16058,2.1712e-06,0.047484
0.16881,2.2179e-06,0.046673
0.17747,2.1527e-06,0.047001
0.18657,2.0683e-06,0.048684
0.196135,2.3305e-06,0.041839
0.20618999999999998,2.3132e-06,0.041877
0.21676,2.4595e-06,0.039133
0.227875,2.2924e-06,0.042675
0.23956,2.4282e-06,0.039507
0.251845,2.5618e-06,0.037883
0.26475499999999996,2.4694e-06,0.040069
0.278325,2.8232e-06,0.035274
0.292595,2.7469e-06,0.035585
0.3076,2.9391e-06,0.034592
0.32337000000000005,2.9003e-06,0.034377
0.33995,2.9056e-06,0.034813
0.35738000000000003,3.1231e-06,0.033437
0.37570000000000003,3.1391e-06,0.032431
0.394965,3.1013e-06,0.032677
0.415215,3.0981e-06,0.032473
0.43650500000000003,2.9624e-06,0.033748
0.458885,3.1927e-06,0.031231
0.48241,3.0874e-06,0.033343
0.507145,3.0817e-06,0.034081
0.533145,2.9701e-06,0.033978
0.56048,2.7116e-06,0.036962
0.58922,2.5948e-06,0.038283
0.6194299999999999,1.8855e-06,0.049397
0.6511899999999999,2.4973e-06,0.038781
0.68458,3.3142e-06,0.032755
0.7196750000000001,3.4416e-06,0.031257
0.75657,3.2399e-06,0.033209
0.79536,3.2802e-06,0.032466
0.83614,3.1822e-06,0.033911
0.8790100000000001,3.3631e-06,0.032169
0.92408,3.5696e-06,0.031425
0.97146,3.5398e-06,0.031586
1.02127,3.5796e-06,0.032078
1.07365,3.801e-06,0.031152
1.1287,3.7262e-06,0.032464
1.18655,4.1417e-06,0.029487
1.2473999999999998,4.0649e-06,0.030013
1.31135,4.2936e-06,0.029119
1.3785500000000002,4.3313e-06,0.030247
1.4492500000000001,4.6703e-06,0.028233
1.5235500000000002,4.746e-06,0.027934
1.60165,4.7366e-06,0.028023
1.6838,5.0187e-06,0.027559
1.7701500000000001,5.2414e-06,0.032572
1.8609,5.066e-06,0.032237
1.9563,4.8134e-06,0.032936
2.0566,4.6512e-06,0.032846
2.16205,4.2732e-06,0.03446
2.2729,3.8509e-06,0.03599
2.3894,3.3955e-06,0.038346
2.5119,3.0791e-06,0.039711
2.6407,2.757e-06,0.042912
2.7761,1.935e-06,0.052581
2.91845,1.9527e-06,0.050833
3.06805,1.9922e-06,0.050958
3.2253499999999997,2.7853e-06,0.04404
3.3907499999999997,2.4692e-06,0.047862
3.5646,2.8394e-06,0.043561
3.74735,2.9675e-06,0.042835
3.93945,2.9413e-06,0.042773
4.14145,3.1308e-06,0.042005
4.3538,3.5513e-06,0.038778
4.577,3.0841e-06,0.04304
4.81165,3.0188e-06,0.043246
5.05835,3.009e-06,0.04217
5.3177,3.0942e-06,0.043507
5.59035,3.0298e-06,0.043815
5.877000000000001,3.365e-06,0.041635
6.1783,3.4196e-06,0.042693
6.49505,3.8212e-06,0.039626
6.8281,3.902e-06,0.040303
7.1782,4.2447e-06,0.039219
7.5462,4.515e-06,0.038635
7.9331,4.7477e-06,0.038378
8.339849999999998,4.6433e-06,0.041049
8.76745,4.6992e-06,0.041888
9.21695,4.255e-06,0.047091
9.689499999999999,4.7368e-06,0.044387
10.186350000000001,5.0163e-06,0.042267
10.7085,5.6336e-06,0.040082
11.2575,7.1539e-06,0.034939
11.835,8.4126e-06,0.032227
12.442,1.2599e-05,0.025451
13.0795,1.7143e-05,0.021566
13.75,2.4096e-05,0.017915
14.455,8.3982e-05,0.0092803
15.196000000000002,0.00062107,0.0033707
15.9755,0.0006944,0.0031296
16.7945,6.8393e-05,0.0097917
17.6555,2.1377e-06,0.055795
18.561,2.92e-07,0.15777
19.5125,4.9028e-08,0.57637
20.464,2.3147e-08,0.90531
