Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,-2.778e-06,0.0
0.0308395,-1.7202e-06,0.11063
0.0324205,4.5973e-07,0.70518
0.034083,1.256e-07,2.2707
0.0358305,-1.5792e-07,1.579
0.0376675,-1.4451e-07,1.5641
0.039598999999999995,2.639e-07,0.79676
0.0416295,7.9621e-08,2.3851
0.0437635,1.1284e-07,1.4944
0.046007,6.9123e-08,2.3053
0.048366,2.7533e-07,0.54425
0.050846,5.2933e-07,0.24894
0.053453,2.4153e-07,0.47984
0.0561935,2.6161e-07,0.38586
0.0590745,2.3638e-07,0.39263
0.062103500000000006,1.7412e-07,0.45667
0.0652875,2.6632e-07,0.27416
0.0686345,7.0066e-08,0.92237
0.0721535,3.19e-07,0.19134
0.075853,1.7676e-07,0.31675
0.07974200000000001,2.5772e-07,0.19559
0.0838305,2.4497e-07,0.19038
0.088129,2.7105e-07,0.17473
0.0926475,3.6621e-07,0.11864
0.0973975,3.269e-07,0.1244
0.10239100000000001,3.6637e-07,0.1076
0.10764,3.5263e-07,0.11057
0.11316,3.4977e-07,0.10655
0.11896,4.4191e-07,0.083562
0.12506,4.2352e-07,0.084405
0.131475,3.2997e-07,0.099953
0.13821499999999998,4.2074e-07,0.077368
0.14529999999999998,4.2834e-07,0.074565
0.15275,4.3025e-07,0.073774
0.16058,4.6069e-07,0.067965
0.16881,4.7762e-07,0.06525
0.17747,4.8843e-07,0.062054
0.18657,4.6985e-07,0.062798
0.196135,5.2049e-07,0.057521
0.20618999999999998,5.6767e-07,0.053109
0.21676,6.0215e-07,0.049082
0.227875,5.7032e-07,0.053359
0.23956,5.4956e-07,0.055222
0.251845,6.4852e-07,0.047405
0.26475499999999996,6.3384e-07,0.049276
0.278325,6.3105e-07,0.048504
0.292595,6.258e-07,0.049407
0.3076,6.5444e-07,0.047811
0.32337000000000005,6.362e-07,0.048545
0.33995,5.7488e-07,0.051276
0.35738000000000003,4.1579e-07,0.068918
0.37570000000000003,2.88e-07,0.093507
0.394965,2.7227e-07,0.099207
0.415215,3.7467e-07,0.075905
0.43650500000000003,5.6445e-07,0.057799
0.458885,7.9215e-07,0.043504
0.48241,1.1665e-06,0.033568
0.507145,1.3706e-06,0.029711
0.533145,1.5887e-06,0.026928
0.56048,1.8498e-06,0.024212
0.58922,2.0083e-06,0.022909
0.6194299999999999,2.1622e-06,0.02201
0.6511899999999999,2.3626e-06,0.020929
0.68458,2.5212e-06,0.020443
0.7196750000000001,2.5553e-06,0.020166
0.75657,2.633e-06,0.020134
0.79536,2.3883e-06,0.021538
0.83614,1.9622e-06,0.024579
0.8790100000000001,1.1984e-06,0.035215
0.92408,5.6973e-07,0.062932
0.97146,5.7087e-07,0.06584
1.02127,1.1647e-06,0.038426
1.07365,2.1442e-06,0.024668
1.1287,3.0037e-06,0.020192
1.18655,2.7859e-06,0.02112
1.2473999999999998,1.5517e-06,0.032115
1.31135,2.9985e-06,0.020515
1.3785500000000002,4.4445e-06,0.01608
1.4492500000000001,5.1637e-06,0.014851
1.5235500000000002,5.4755e-06,0.014262
1.60165,5.7152e-06,0.014096
1.6838,6.8758e-06,0.012831
1.7701500000000001,5.2498e-06,0.020161
1.8609,7.0005e-06,0.016833
1.9563,8.9823e-06,0.01445
2.0566,1.0884e-05,0.012926
2.16205,1.8137e-05,0.0098325
2.2729,2.01e-05,0.0092737
2.3894,1.2932e-05,0.011557
2.5119,1.229e-05,0.011802
2.6407,1.2751e-05,0.011525
2.7761,1.2462e-05,0.011623
2.91845,1.0499e-05,0.012771
3.06805,5.5795e-06,0.017976
3.2253499999999997,3.2402e-06,0.025091
3.3907499999999997,3.203e-06,0.025402
3.5646,2.978e-06,0.026983
3.74735,4.6023e-06,0.021249
3.93945,6.3861e-06,0.017389
4.14145,4.9841e-06,0.020186
4.3538,7.1891e-06,0.016665
4.577,8.5394e-06,0.015126
4.81165,7.6598e-06,0.016113
5.05835,7.8884e-06,0.015815
5.3177,6.793e-06,0.017617
5.59035,7.358e-06,0.016906
5.877000000000001,7.7213e-06,0.016742
6.1783,6.9676e-06,0.01812
6.49505,6.1479e-06,0.019843
6.8281,5.8332e-06,0.020887
7.1782,5.5293e-06,0.022257
7.5462,6.3769e-06,0.020698
7.9331,7.4453e-06,0.019345
8.339849999999998,8.7973e-06,0.01827
8.76745,7.3395e-06,0.020681
9.21695,5.4403e-06,0.025858
9.689499999999999,4.9378e-06,0.02816
10.186350000000001,5.7315e-06,0.025866
10.7085,6.5205e-06,0.024211
11.2575,8.3346e-06,0.020747
11.835,1.5543e-05,0.014357
12.442,1.8578e-05,0.012927
13.0795,4.8748e-05,0.0078491
13.75,0.00071008,0.0020301
14.455,0.0027191,0.0010171
15.196000000000002,0.00063274,0.00209
15.9755,6.0833e-05,0.0066273
16.7945,1.4453e-05,0.013396
17.6555,4.3626e-06,0.024122
18.561,7.4146e-07,0.058838
19.5125,8.8372e-08,0.19325
20.464,1.0685e-08,0.90293
