Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,1.8398e-09,0.0
0.0308395,6.8147e-09,0.0
0.0324205,3.0128e-07,0.60895
0.034083,-1.0167e-07,2.2264
0.0358305,1.7945e-07,1.1281
0.0376675,-5.5009e-08,3.2647
0.039598999999999995,3.7238e-07,0.43653
0.0416295,-1.0963e-07,1.3826
0.0437635,9.1441e-08,1.4658
0.046007,2.532e-07,0.50908
0.048366,4.111e-07,0.2753
0.050846,1.0639e-07,1.0322
0.053453,9.1053e-08,1.0547
0.0561935,2.1541e-07,0.37361
0.0590745,3.331e-08,2.1734
0.062103500000000006,1.0901e-07,0.61402
0.0652875,1.9208e-07,0.31006
0.0686345,1.7221e-07,0.30361
0.0721535,3.063e-07,0.15236
0.075853,1.8174e-07,0.23987
0.07974200000000001,1.5076e-07,0.2753
0.0838305,3.1938e-07,0.12425
0.088129,2.398e-07,0.15366
0.0926475,2.7773e-07,0.12699
0.0973975,2.4386e-07,0.13589
0.10239100000000001,2.3345e-07,0.13696
0.10764,2.7538e-07,0.11091
0.11316,2.6229e-07,0.10849
0.11896,2.6194e-07,0.10781
0.12506,2.6919e-07,0.1048
0.131475,2.8531e-07,0.093485
0.13821499999999998,3.2701e-07,0.07831
0.14529999999999998,2.2596e-07,0.10672
0.15275,3.1577e-07,0.075835
0.16058,3.3678e-07,0.07104
0.16881,2.9828e-07,0.077908
0.17747,3.2083e-07,0.071263
0.18657,2.8446e-07,0.077866
0.196135,3.2812e-07,0.070606
0.20618999999999998,3.1948e-07,0.069044
0.21676,3.6895e-07,0.060216
0.227875,3.6351e-07,0.062511
0.23956,3.5159e-07,0.063841
0.251845,3.8155e-07,0.059341
0.26475499999999996,3.8996e-07,0.05845
0.278325,3.7288e-07,0.060862
0.292595,3.2634e-07,0.068232
0.3076,3.2004e-07,0.069979
0.32337000000000005,3.9177e-07,0.056709
0.33995,2.8242e-07,0.0792
0.35738000000000003,2.7816e-07,0.080322
0.37570000000000003,2.3197e-07,0.091185
0.394965,1.9752e-07,0.11481
0.415215,2.9283e-07,0.0788
0.43650500000000003,3.8374e-07,0.064565
0.458885,6.0685e-07,0.043801
0.48241,7.7028e-07,0.037095
0.507145,8.255e-07,0.03505
0.533145,9.0249e-07,0.032398
0.56048,9.4552e-07,0.031635
0.58922,1.0277e-06,0.029831
0.6194299999999999,1.0368e-06,0.030125
0.6511899999999999,1.0474e-06,0.030519
0.68458,1.1148e-06,0.029696
0.7196750000000001,1.1008e-06,0.030179
0.75657,1.0551e-06,0.031297
0.79536,1.0026e-06,0.03182
0.83614,7.9195e-07,0.039213
0.8790100000000001,6.1313e-07,0.04915
0.92408,4.5261e-07,0.06645
0.97146,3.5974e-07,0.084375
1.02127,4.6496e-07,0.067962
1.07365,6.7366e-07,0.05184
1.1287,9.3783e-07,0.039314
1.18655,9.893e-07,0.038992
1.2473999999999998,9.3969e-07,0.041104
1.31135,8.6867e-07,0.044899
1.3785500000000002,1.0661e-06,0.03879
1.4492500000000001,1.2089e-06,0.035729
1.5235500000000002,1.2471e-06,0.036162
1.60165,1.2457e-06,0.036621
1.6838,1.3238e-06,0.035395
1.7701500000000001,1.5722e-06,0.035947
1.8609,1.3053e-06,0.040359
1.9563,1.5465e-06,0.034872
2.0566,1.8854e-06,0.030222
2.16205,2.3632e-06,0.025812
2.2729,3.1892e-06,0.021821
2.3894,3.2066e-06,0.021348
2.5119,2.7702e-06,0.023335
2.6407,2.6469e-06,0.024001
2.7761,2.6308e-06,0.023637
2.91845,2.5124e-06,0.024086
3.06805,2.3238e-06,0.024906
3.2253499999999997,1.8824e-06,0.028441
3.3907499999999997,1.3664e-06,0.034783
3.5646,1.242e-06,0.037518
3.74735,1.1954e-06,0.037874
3.93945,1.393e-06,0.033708
4.14145,1.4479e-06,0.03295
4.3538,1.3306e-06,0.03527
4.577,1.6207e-06,0.031957
4.81165,1.9313e-06,0.028889
5.05835,1.8985e-06,0.029091
5.3177,2.2432e-06,0.02674
5.59035,2.0848e-06,0.028091
5.877000000000001,1.56e-06,0.034271
6.1783,1.2484e-06,0.041099
6.49505,1.286e-06,0.042815
6.8281,1.585e-06,0.037639
7.1782,2.2906e-06,0.030152
7.5462,3.0878e-06,0.025497
7.9331,3.3482e-06,0.024546
8.339849999999998,3.3044e-06,0.025767
8.76745,2.1719e-06,0.034979
9.21695,9.0234e-07,0.071271
9.689499999999999,4.0339e-07,0.14818
10.186350000000001,4.372e-07,0.13759
10.7085,5.7875e-07,0.11063
11.2575,9.0148e-07,0.077407
11.835,1.2007e-06,0.059569
12.442,2.0107e-06,0.040565
13.0795,5.0726e-06,0.021867
13.75,1.1537e-05,0.01349
14.455,1.5283e-05,0.011329
15.196000000000002,1.6849e-05,0.010607
15.9755,3.5748e-06,0.022883
16.7945,2.1586e-07,0.10445
17.6555,3.3253e-08,0.34886
18.561,-1.4184e-08,0.65473
19.5125,2.0824e-09,3.9915
20.464,-2.6018e-09,3.4
