Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,0.0,1.0
0.0308395,-1.0383e-07,0.0
0.0324205,-1.8886e-07,0.0
0.034083,4.1792e-08,4.1842
0.0358305,1.9855e-07,0.84571
0.0376675,-2.6363e-08,5.6095
0.039598999999999995,1.6217e-07,0.84546
0.0416295,-1.2222e-07,1.0106
0.0437635,1.2184e-07,0.89969
0.046007,-8.479e-08,1.2668
0.048366,1.0772e-07,0.91219
0.050846,2.1273e-07,0.41613
0.053453,1.6718e-07,0.45453
0.0561935,2.0818e-07,0.33104
0.0590745,1.8868e-07,0.31749
0.062103500000000006,1.7662e-07,0.30228
0.0652875,2.3465e-07,0.20176
0.0686345,1.3118e-07,0.33535
0.0721535,1.8282e-07,0.21822
0.075853,1.6785e-07,0.21803
0.07974200000000001,1.1676e-07,0.28867
0.0838305,1.9209e-07,0.16198
0.088129,2.277e-07,0.13325
0.0926475,1.5681e-07,0.17829
0.0973975,2.0129e-07,0.13434
0.10239100000000001,1.8391e-07,0.13926
0.10764,2.1195e-07,0.11413
0.11316,2.1676e-07,0.10821
0.11896,1.7316e-07,0.13108
0.12506,2.2124e-07,0.097438
0.131475,2.3619e-07,0.090528
0.13821499999999998,1.8443e-07,0.10978
0.14529999999999998,2.3219e-07,0.0862
0.15275,2.297e-07,0.084181
0.16058,2.2174e-07,0.087945
0.16881,2.4738e-07,0.07539
0.17747,2.1905e-07,0.082393
0.18657,2.587e-07,0.069492
0.196135,2.3457e-07,0.076686
0.20618999999999998,2.2425e-07,0.079407
0.21676,2.6702e-07,0.067431
0.227875,2.8074e-07,0.063325
0.23956,2.6499e-07,0.067413
0.251845,2.7946e-07,0.063008
0.26475499999999996,2.8393e-07,0.062359
0.278325,2.8466e-07,0.063013
0.292595,2.4602e-07,0.073515
0.3076,2.7263e-07,0.065578
0.32337000000000005,2.5404e-07,0.072425
0.33995,2.3936e-07,0.075608
0.35738000000000003,2.0044e-07,0.090958
0.37570000000000003,1.9771e-07,0.089952
0.394965,2.0813e-07,0.08856
0.415215,2.5388e-07,0.075941
0.43650500000000003,3.2075e-07,0.062662
0.458885,4.1837e-07,0.0504
0.48241,5.6333e-07,0.039029
0.507145,6.4861e-07,0.035385
0.533145,7.0162e-07,0.032423
0.56048,7.4885e-07,0.030887
0.58922,7.9371e-07,0.029746
0.6194299999999999,7.7271e-07,0.031527
0.6511899999999999,7.908e-07,0.0314
0.68458,8.0649e-07,0.031371
0.7196750000000001,8.2105e-07,0.031111
0.75657,8.1534e-07,0.031591
0.79536,7.7423e-07,0.033052
0.83614,6.5326e-07,0.038927
0.8790100000000001,5.2463e-07,0.046994
0.92408,4.3842e-07,0.055983
0.97146,3.9891e-07,0.063444
1.02127,4.0526e-07,0.066224
1.07365,5.6147e-07,0.049897
1.1287,7.0267e-07,0.041532
1.18655,8.0858e-07,0.038212
1.2473999999999998,8.4258e-07,0.037936
1.31135,7.9717e-07,0.040406
1.3785500000000002,8.6946e-07,0.038977
1.4492500000000001,9.3907e-07,0.037931
1.5235500000000002,9.5853e-07,0.038037
1.60165,9.1301e-07,0.041396
1.6838,9.6448e-07,0.040523
1.7701500000000001,1.0758e-06,0.037696
1.8609,1.0371e-06,0.038774
1.9563,1.1241e-06,0.035493
2.0566,1.3999e-06,0.030784
2.16205,1.8183e-06,0.025689
2.2729,2.2709e-06,0.022163
2.3894,2.3412e-06,0.02131
2.5119,2.0466e-06,0.023438
2.6407,1.8893e-06,0.024754
2.7761,1.7384e-06,0.026086
2.91845,1.6361e-06,0.027146
3.06805,1.4502e-06,0.029858
3.2253499999999997,1.2234e-06,0.033778
3.3907499999999997,1.0539e-06,0.038626
3.5646,8.6469e-07,0.048271
3.74735,9.2518e-07,0.045049
3.93945,1.0175e-06,0.043698
4.14145,1.1532e-06,0.039301
4.3538,1.042e-06,0.043196
4.577,1.0961e-06,0.041359
4.81165,1.2464e-06,0.035969
5.05835,1.2922e-06,0.033851
5.3177,1.2882e-06,0.03278
5.59035,1.1763e-06,0.036436
5.877000000000001,1.0598e-06,0.03953
6.1783,1.0983e-06,0.039429
6.49505,1.2518e-06,0.03641
6.8281,1.4435e-06,0.035338
7.1782,1.491e-06,0.035892
7.5462,1.4909e-06,0.03887
7.9331,1.353e-06,0.044166
8.339849999999998,1.2011e-06,0.050206
8.76745,6.9901e-07,0.087712
9.21695,3.7477e-07,0.16656
9.689499999999999,3.4613e-07,0.19093
10.186350000000001,5.4548e-07,0.12463
10.7085,4.3744e-07,0.1693
11.2575,6.8036e-07,0.11743
11.835,1.3154e-06,0.064807
12.442,2.1193e-06,0.042578
13.0795,3.6941e-06,0.026336
13.75,6.1184e-06,0.017154
14.455,6.6503e-06,0.015365
15.196000000000002,3.6985e-06,0.020309
15.9755,1.3759e-06,0.032724
16.7945,2.246e-07,0.087141
17.6555,2.9416e-08,0.41691
18.561,-8.7179e-09,1.1417
19.5125,2.4476e-09,3.8332
20.464,8.6205e-10,7.7614
