Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,6.3964e-07,0.26811
0.0308395,-1.5546e-06,1.3486
0.0324205,-7.3592e-07,2.5496
0.034083,-9.519e-07,1.7412
0.0358305,-1.9327e-06,0.74638
0.0376675,1.3521e-06,0.97404
0.039598999999999995,2.0027e-06,0.58092
0.0416295,-5.0168e-07,2.0615
0.0437635,-1.6543e-06,0.59244
0.046007,1.6915e-06,0.52276
0.048366,7.9887e-07,1.043
0.050846,3.2386e-07,2.2972
0.053453,-1.3205e-06,0.49181
0.0561935,-4.0636e-07,1.3771
0.0590745,6.7435e-07,0.72427
0.062103500000000006,8.3977e-07,0.51529
0.0652875,5.3451e-07,0.72286
0.0686345,2.1521e-07,1.6277
0.0721535,7.1707e-07,0.43135
0.075853,-1.3404e-07,2.1019
0.07974200000000001,4.7978e-07,0.55473
0.0838305,3.9112e-07,0.62364
0.088129,1.1449e-07,2.0019
0.0926475,7.3748e-07,0.28746
0.0973975,4.0043e-07,0.50327
0.10239100000000001,4.2879e-07,0.43182
0.10764,5.1455e-07,0.35062
0.11316,4.1187e-07,0.40642
0.11896,4.9389e-07,0.32273
0.12506,7.7589e-07,0.19422
0.131475,6.8562e-07,0.21178
0.13821499999999998,6.2447e-07,0.2204
0.14529999999999998,7.2561e-07,0.18557
0.15275,9.1138e-07,0.13913
0.16058,9.3929e-07,0.13238
0.16881,1.0958e-06,0.11068
0.17747,1.3796e-06,0.084733
0.18657,1.2329e-06,0.092727
0.196135,1.2898e-06,0.086884
0.20618999999999998,1.5214e-06,0.072359
0.21676,1.6881e-06,0.064222
0.227875,1.6261e-06,0.065907
0.23956,1.7034e-06,0.062409
0.251845,1.9083e-06,0.05508
0.26475499999999996,2.2207e-06,0.046802
0.278325,2.4155e-06,0.04315
0.292595,2.4004e-06,0.044093
0.3076,2.5613e-06,0.041496
0.32337000000000005,3.0177e-06,0.035128
0.33995,3.0744e-06,0.034391
0.35738000000000003,2.9788e-06,0.035039
0.37570000000000003,3.1326e-06,0.033668
0.394965,3.6375e-06,0.030141
0.415215,3.9539e-06,0.02821
0.43650500000000003,4.5323e-06,0.025311
0.458885,5.1103e-06,0.022961
0.48241,5.6921e-06,0.020678
0.507145,6.4401e-06,0.018287
0.533145,6.0844e-06,0.01887
0.56048,5.8986e-06,0.019157
0.58922,5.8587e-06,0.01932
0.6194299999999999,6.1886e-06,0.018314
0.6511899999999999,6.4657e-06,0.017964
0.68458,6.9158e-06,0.016812
0.7196750000000001,6.6781e-06,0.017632
0.75657,7.306e-06,0.016153
0.79536,7.1587e-06,0.016489
0.83614,6.8406e-06,0.01713
0.8790100000000001,7.0218e-06,0.016621
0.92408,7.6731e-06,0.015816
0.97146,7.8122e-06,0.015735
1.02127,7.9397e-06,0.015715
1.07365,7.8788e-06,0.015911
1.1287,8.154e-06,0.015522
1.18655,8.0813e-06,0.01557
1.2473999999999998,8.4684e-06,0.015047
1.31135,8.033e-06,0.015827
1.3785500000000002,8.2201e-06,0.015661
1.4492500000000001,8.1817e-06,0.015581
1.5235500000000002,8.2805e-06,0.015694
1.60165,8.1368e-06,0.016298
1.6838,7.9015e-06,0.016456
1.7701500000000001,8.121e-06,0.019071
1.8609,8.2508e-06,0.01838
1.9563,7.6118e-06,0.018699
2.0566,7.0944e-06,0.019047
2.16205,6.4553e-06,0.020068
2.2729,5.715e-06,0.021392
2.3894,5.1299e-06,0.022347
2.5119,4.8419e-06,0.022816
2.6407,4.1771e-06,0.024504
2.7761,3.6379e-06,0.025903
2.91845,3.2163e-06,0.027611
3.06805,2.7235e-06,0.031071
3.2253499999999997,2.4933e-06,0.032167
3.3907499999999997,2.0986e-06,0.036223
3.5646,1.9718e-06,0.037992
3.74735,1.5968e-06,0.04392
3.93945,1.4582e-06,0.046078
4.14145,1.341e-06,0.04927
4.3538,1.0164e-06,0.059505
4.577,8.4217e-07,0.070951
4.81165,7.7468e-07,0.074036
5.05835,7.3803e-07,0.073813
5.3177,6.5134e-07,0.083329
5.59035,6.4585e-07,0.083555
5.877000000000001,6.8081e-07,0.078845
6.1783,5.6682e-07,0.093551
6.49505,6.3288e-07,0.092544
6.8281,4.5683e-07,0.12174
7.1782,4.5193e-07,0.12795
7.5462,4.7681e-07,0.12614
7.9331,5.7026e-07,0.11386
8.339849999999998,7.008e-07,0.1002
8.76745,7.9235e-07,0.091048
9.21695,8.2542e-07,0.092399
9.689499999999999,7.9258e-07,0.1048
10.186350000000001,8.5285e-07,0.094888
10.7085,1.1415e-06,0.077175
11.2575,9.1104e-07,0.093525
11.835,8.145e-07,0.10349
12.442,1.2801e-06,0.072965
13.0795,9.8789e-07,0.078981
13.75,1.2205e-06,0.068612
14.455,9.5335e-06,0.020198
15.196000000000002,3.2593e-05,0.010704
15.9755,9.509e-06,0.019558
16.7945,6.339e-07,0.081964
17.6555,1.6646e-07,0.1969
18.561,3.0561e-08,0.7274
19.5125,2.3593e-09,8.545
20.464,5.4144e-09,2.7293
