Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,-7.8089e-06,0.036128
0.0308395,7.4989e-07,4.3163
0.0324205,-6.398e-06,0.45495
0.034083,-1.1485e-06,2.2428
0.0358305,9.9277e-07,2.2946
0.0376675,3.2759e-06,0.60532
0.039598999999999995,-3.4042e-06,0.53167
0.0416295,1.1786e-06,1.3903
0.0437635,-2.9117e-07,5.1118
0.046007,-1.4496e-06,0.96552
0.048366,-2.0052e-06,0.634
0.050846,-4.013e-07,2.8449
0.053453,7.3617e-07,1.3625
0.0561935,-1.6169e-06,0.53423
0.0590745,-3.2449e-07,2.3359
0.062103500000000006,-9.6592e-07,0.69344
0.0652875,-1.0161e-06,0.59077
0.0686345,-1.3413e-07,3.9858
0.0721535,3.6843e-07,1.3121
0.075853,-4.6634e-07,0.9393
0.07974200000000001,-3.6953e-07,1.0933
0.0838305,3.4215e-07,1.0977
0.088129,-2.9233e-07,1.1899
0.0926475,-4.7687e-08,6.9303
0.0973975,-9.0746e-08,3.3591
0.10239100000000001,1.9932e-07,1.4442
0.10764,-9.9868e-08,2.7038
0.11316,1.5662e-07,1.6285
0.11896,1.1833e-07,2.0471
0.12506,2.7446e-07,0.84612
0.131475,3.4183e-07,0.63803
0.13821499999999998,2.7706e-08,7.4757
0.14529999999999998,1.2354e-07,1.638
0.15275,5.6781e-07,0.33925
0.16058,7.6238e-07,0.24388
0.16881,5.6504e-07,0.31601
0.17747,6.036e-07,0.28811
0.18657,6.5871e-07,0.25471
0.196135,6.742e-07,0.24352
0.20618999999999998,6.4109e-07,0.25334
0.21676,8.1431e-07,0.19555
0.227875,1.0133e-06,0.15521
0.23956,8.9419e-07,0.17246
0.251845,9.3774e-07,0.16393
0.26475499999999996,1.0818e-06,0.1396
0.278325,1.3762e-06,0.10909
0.292595,1.3871e-06,0.1052
0.3076,1.618e-06,0.090518
0.32337000000000005,1.8957e-06,0.076877
0.33995,1.9183e-06,0.075555
0.35738000000000003,1.9049e-06,0.076339
0.37570000000000003,2.1029e-06,0.068329
0.394965,2.0832e-06,0.07068
0.415215,2.2069e-06,0.067498
0.43650500000000003,2.7351e-06,0.054926
0.458885,2.6259e-06,0.056951
0.48241,3.0566e-06,0.048687
0.507145,2.9419e-06,0.050378
0.533145,3.4661e-06,0.041071
0.56048,3.834e-06,0.037518
0.58922,3.9898e-06,0.035801
0.6194299999999999,4.2752e-06,0.033291
0.6511899999999999,4.5298e-06,0.031591
0.68458,4.6482e-06,0.031368
0.7196750000000001,4.888e-06,0.029904
0.75657,4.9732e-06,0.029592
0.79536,5.6648e-06,0.025991
0.83614,5.3752e-06,0.027368
0.8790100000000001,5.8701e-06,0.025152
0.92408,6.2152e-06,0.024217
0.97146,6.6547e-06,0.023056
1.02127,6.5533e-06,0.023747
1.07365,6.4875e-06,0.023882
1.1287,7.092e-06,0.022139
1.18655,7.581e-06,0.020989
1.2473999999999998,7.525e-06,0.021383
1.31135,7.5174e-06,0.021452
1.3785500000000002,7.7894e-06,0.021036
1.4492500000000001,7.93e-06,0.020618
1.5235500000000002,8.415e-06,0.019751
1.60165,8.6437e-06,0.019635
1.6838,8.5923e-06,0.019694
1.7701500000000001,8.9406e-06,0.019613
1.8609,9.1215e-06,0.019214
1.9563,8.8334e-06,0.019031
2.0566,8.711e-06,0.019061
2.16205,8.5647e-06,0.019085
2.2729,8.334e-06,0.019002
2.3894,7.5973e-06,0.019902
2.5119,7.2291e-06,0.020527
2.6407,7.0964e-06,0.020577
2.7761,6.4233e-06,0.021991
2.91845,5.7923e-06,0.023433
3.06805,5.0617e-06,0.024647
3.2253499999999997,4.6338e-06,0.026682
3.3907499999999997,4.3269e-06,0.027748
3.5646,3.8555e-06,0.029736
3.74735,3.2575e-06,0.032795
3.93945,2.9042e-06,0.035033
4.14145,2.7891e-06,0.034814
4.3538,2.3069e-06,0.041311
4.577,2.0003e-06,0.04671
4.81165,1.9253e-06,0.047185
5.05835,1.6001e-06,0.055686
5.3177,1.5065e-06,0.058198
5.59035,1.3161e-06,0.069626
5.877000000000001,1.2978e-06,0.069975
6.1783,1.331e-06,0.07256
6.49505,1.0002e-06,0.094817
6.8281,1.0482e-06,0.093418
7.1782,1.2069e-06,0.082099
7.5462,1.231e-06,0.083679
7.9331,1.0787e-06,0.09624
8.339849999999998,1.2049e-06,0.097134
8.76745,1.4542e-06,0.083229
9.21695,1.5229e-06,0.084127
9.689499999999999,1.8841e-06,0.07263
10.186350000000001,1.6227e-06,0.086783
10.7085,2.0916e-06,0.074219
11.2575,1.8131e-06,0.081374
11.835,1.2859e-06,0.11276
12.442,2.7824e-06,0.056718
13.0795,1.3143e-06,0.096975
13.75,1.2208e-06,0.090426
14.455,1.15e-05,0.019979
15.196000000000002,6.1126e-05,0.0083779
15.9755,2.0104e-05,0.014404
16.7945,1.9903e-07,0.22713
17.6555,2.3785e-08,1.3988
18.561,-1.1504e-08,2.319
19.5125,3.4863e-08,0.64518
20.464,3.079e-08,0.70634
