Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,0.0,1.0
0.0308395,-3.7317e-08,0.0
0.0324205,-2.5557e-06,0.0
0.034083,-1.4901e-06,0.16709
0.0358305,-2.231e-07,1.9023
0.0376675,-5.4704e-07,0.70528
0.039598999999999995,-5.979e-07,0.55584
0.0416295,2.3005e-07,1.3951
0.0437635,9.1611e-08,2.8895
0.046007,5.0027e-07,0.54764
0.048366,-1.7143e-07,1.4471
0.050846,-1.0764e-07,2.1362
0.053453,1.4496e-07,1.4078
0.0561935,-2.5854e-07,0.68252
0.0590745,3.4882e-07,0.45994
0.062103500000000006,2.8156e-07,0.50287
0.0652875,2.8636e-07,0.45692
0.0686345,4.3548e-07,0.27226
0.0721535,6.1631e-07,0.18248
0.075853,2.5192e-07,0.38373
0.07974200000000001,3.9642e-07,0.22068
0.0838305,1.0223e-06,0.095757
0.088129,3.7358e-07,0.22671
0.0926475,2.3321e-07,0.31843
0.0973975,4.8651e-07,0.16717
0.10239100000000001,4.8551e-07,0.16014
0.10764,9.0695e-07,0.092384
0.11316,9.101e-07,0.085771
0.11896,1.205e-06,0.069897
0.12506,1.3788e-06,0.062566
0.131475,1.6967e-06,0.05335
0.13821499999999998,1.9671e-06,0.047835
0.14529999999999998,1.2504e-06,0.065984
0.15275,8.3785e-07,0.080047
0.16058,1.29e-06,0.058659
0.16881,1.9481e-06,0.044867
0.17747,1.6245e-06,0.049245
0.18657,2.7286e-06,0.036039
0.196135,1.5502e-06,0.049988
0.20618999999999998,1.1774e-06,0.058546
0.21676,1.9137e-06,0.043068
0.227875,2.364e-06,0.037967
0.23956,2.4486e-06,0.038553
0.251845,2.6061e-06,0.035703
0.26475499999999996,3.2783e-06,0.03118
0.278325,4.3814e-06,0.026816
0.292595,2.8865e-06,0.033992
0.3076,4.8089e-06,0.025112
0.32337000000000005,5.3632e-06,0.024152
0.33995,3.7168e-06,0.029924
0.35738000000000003,5.929e-06,0.022588
0.37570000000000003,5.4397e-06,0.024243
0.394965,5.3438e-06,0.024626
0.415215,3.9152e-06,0.02936
0.43650500000000003,4.0204e-06,0.028821
0.458885,4.8369e-06,0.026376
0.48241,6.4051e-06,0.022579
0.507145,6.9529e-06,0.021411
0.533145,6.7186e-06,0.021526
0.56048,7.5684e-06,0.020146
0.58922,7.8965e-06,0.019696
0.6194299999999999,1.0819e-05,0.016693
0.6511899999999999,1.2794e-05,0.015462
0.68458,1.1811e-05,0.016274
0.7196750000000001,1.1795e-05,0.016264
0.75657,9.9085e-06,0.017953
0.79536,8.7079e-06,0.019235
0.83614,9.987e-06,0.017906
0.8790100000000001,1.1394e-05,0.016783
0.92408,1.2852e-05,0.015858
0.97146,1.5787e-05,0.014395
1.02127,1.3194e-05,0.016011
1.07365,1.2738e-05,0.016321
1.1287,1.3549e-05,0.015934
1.18655,1.513e-05,0.015046
1.2473999999999998,1.5844e-05,0.014727
1.31135,1.3871e-05,0.015987
1.3785500000000002,1.3137e-05,0.01651
1.4492500000000001,1.45e-05,0.015764
1.5235500000000002,1.3116e-05,0.016728
1.60165,1.2973e-05,0.0169
1.6838,1.2966e-05,0.017003
1.7701500000000001,1.3958e-05,0.023217
1.8609,1.3802e-05,0.02285
1.9563,1.2846e-05,0.023115
2.0566,1.1975e-05,0.023692
2.16205,1.2485e-05,0.022951
2.2729,1.2492e-05,0.022786
2.3894,1.1702e-05,0.023451
2.5119,1.0568e-05,0.024376
2.6407,1.0243e-05,0.024926
2.7761,1.0939e-05,0.024065
2.91845,1.0257e-05,0.024993
3.06805,1.0305e-05,0.025009
3.2253499999999997,1.0128e-05,0.025734
3.3907499999999997,9.6133e-06,0.02648
3.5646,9.5677e-06,0.026919
3.74735,8.8266e-06,0.02831
3.93945,8.4038e-06,0.02903
4.14145,7.5563e-06,0.031242
4.3538,7.1115e-06,0.032896
4.577,7.3338e-06,0.032203
4.81165,7.4124e-06,0.032164
5.05835,6.6692e-06,0.034493
5.3177,6.121e-06,0.036966
5.59035,6.1705e-06,0.036518
5.877000000000001,6.0173e-06,0.037385
6.1783,5.6675e-06,0.039111
6.49505,5.6831e-06,0.039987
6.8281,5.3594e-06,0.041839
7.1782,5.5305e-06,0.042361
7.5462,5.4856e-06,0.043513
7.9331,6.0269e-06,0.042185
8.339849999999998,5.2782e-06,0.047828
8.76745,5.5461e-06,0.048136
9.21695,5.6405e-06,0.049386
9.689499999999999,6.4187e-06,0.046906
10.186350000000001,6.7125e-06,0.046293
10.7085,8.4312e-06,0.040707
11.2575,8.7189e-06,0.041534
11.835,1.1389e-05,0.034641
12.442,1.8663e-05,0.025895
13.0795,2.8119e-05,0.020579
13.75,4.8284e-05,0.015305
14.455,0.00037468,0.0053124
15.196000000000002,0.0042092,0.0015694
15.9755,0.0021446,0.0021599
16.7945,0.0003254,0.005445
17.6555,0.00013669,0.0082591
18.561,4.5435e-05,0.014076
19.5125,9.9665e-06,0.029589
20.464,1.6932e-06,0.070641
