Energy [MeV],Leakage lethargy flux [1/n/sr/u/cm**2],Relative error [-]
0.011927,0.0,1.0
0.012538500000000001,0.0,1.0
0.0131815,0.0,1.0
0.013857000000000001,0.0,1.0
0.0145675,0.0,1.0
0.0153145,0.0,1.0
0.0160995,0.0,1.0
0.016925,0.0,1.0
0.017793,0.0,1.0
0.0187055,0.0,1.0
0.0196645,0.0,1.0
0.0206725,0.0,1.0
0.021732,0.0,1.0
0.0228465,0.0,1.0
0.024018,0.0,1.0
0.025249,0.0,1.0
0.026543499999999998,0.0,1.0
0.0279045,0.0,1.0
0.0293355,0.0,1.0
0.0308395,-2.516e-07,0.0
0.0324205,-4.5764e-07,0.0
0.034083,-9.1072e-07,0.31431
0.0358305,-1.8584e-07,1.4393
0.0376675,4.7168e-08,5.3549
0.039598999999999995,1.5257e-07,1.4354
0.0416295,2.9462e-07,0.69621
0.0437635,3.1504e-07,0.60785
0.046007,8.3975e-08,2.0366
0.048366,1.7416e-07,0.93437
0.050846,4.108e-07,0.36078
0.053453,1.7113e-07,0.75202
0.0561935,2.8536e-07,0.39167
0.0590745,3.962e-07,0.25924
0.062103500000000006,4.8869e-07,0.18066
0.0652875,6.9116e-07,0.12536
0.0686345,7.7161e-07,0.099418
0.0721535,8.6501e-07,0.083848
0.075853,9.0025e-07,0.074866
0.07974200000000001,7.2158e-07,0.088148
0.0838305,1.0153e-06,0.060831
0.088129,7.3237e-07,0.077702
0.0926475,4.8746e-07,0.10249
0.0973975,5.9941e-07,0.080373
0.10239100000000001,8.2081e-07,0.058743
0.10764,8.8764e-07,0.054515
0.11316,1.119e-06,0.045022
0.11896,1.3535e-06,0.03725
0.12506,1.7551e-06,0.03027
0.131475,2.0667e-06,0.02685
0.13821499999999998,2.0548e-06,0.027063
0.14529999999999998,1.9762e-06,0.027623
0.15275,1.3036e-06,0.034547
0.16058,1.5855e-06,0.028697
0.16881,1.9972e-06,0.024485
0.17747,2.265e-06,0.022485
0.18657,2.1614e-06,0.022
0.196135,2.0847e-06,0.022653
0.20618999999999998,1.2064e-06,0.032139
0.21676,1.7861e-06,0.024116
0.227875,2.2365e-06,0.021631
0.23956,2.1793e-06,0.021601
0.251845,2.517e-06,0.019707
0.26475499999999996,2.8821e-06,0.018245
0.278325,3.576e-06,0.016196
0.292595,4.1704e-06,0.014886
0.3076,4.3043e-06,0.014586
0.32337000000000005,5.3105e-06,0.013077
0.33995,4.3845e-06,0.014622
0.35738000000000003,4.4595e-06,0.014426
0.37570000000000003,5.0512e-06,0.013475
0.394965,3.8117e-06,0.015699
0.415215,2.5555e-06,0.019776
0.43650500000000003,2.6089e-06,0.019684
0.458885,3.339e-06,0.017095
0.48241,3.9042e-06,0.01574
0.507145,4.1677e-06,0.014808
0.533145,4.1212e-06,0.014603
0.56048,4.7407e-06,0.013343
0.58922,5.7144e-06,0.012145
0.6194299999999999,7.0355e-06,0.010966
0.6511899999999999,8.4296e-06,0.010049
0.68458,7.6579e-06,0.01073
0.7196750000000001,5.5725e-06,0.012682
0.75657,5.1701e-06,0.013147
0.79536,3.5748e-06,0.016021
0.83614,3.4432e-06,0.016549
0.8790100000000001,4.171e-06,0.014862
0.92408,4.487e-06,0.014433
0.97146,5.0047e-06,0.013695
1.02127,4.9732e-06,0.014096
1.07365,3.8722e-06,0.016085
1.1287,3.8093e-06,0.016199
1.18655,4.5839e-06,0.014597
1.2473999999999998,4.4811e-06,0.015137
1.31135,3.8733e-06,0.016312
1.3785500000000002,3.2635e-06,0.018
1.4492500000000001,3.0494e-06,0.019342
1.5235500000000002,2.9065e-06,0.019795
1.60165,2.6795e-06,0.021281
1.6838,2.5561e-06,0.02175
1.7701500000000001,2.8507e-06,0.028105
1.8609,2.6865e-06,0.028146
1.9563,2.0733e-06,0.031279
2.0566,1.9154e-06,0.032199
2.16205,1.8994e-06,0.031517
2.2729,1.8793e-06,0.031844
2.3894,1.6359e-06,0.034397
2.5119,1.5077e-06,0.035465
2.6407,1.3263e-06,0.038588
2.7761,1.2811e-06,0.038222
2.91845,1.2301e-06,0.038578
3.06805,1.1945e-06,0.038774
3.2253499999999997,1.1255e-06,0.041254
3.3907499999999997,1.035e-06,0.044271
3.5646,9.3781e-07,0.046256
3.74735,8.7944e-07,0.048326
3.93945,7.9208e-07,0.050617
4.14145,7.7037e-07,0.0523
4.3538,6.3664e-07,0.061152
4.577,6.6868e-07,0.058727
4.81165,6.755e-07,0.058779
5.05835,6.4024e-07,0.062575
5.3177,5.9968e-07,0.064357
5.59035,5.5144e-07,0.067696
5.877000000000001,5.3627e-07,0.071013
6.1783,4.7106e-07,0.079003
6.49505,5.0683e-07,0.073743
6.8281,4.2011e-07,0.0945
7.1782,4.6258e-07,0.081896
7.5462,4.8937e-07,0.083118
7.9331,4.6182e-07,0.089154
8.339849999999998,4.3119e-07,0.10651
8.76745,3.2349e-07,0.13496
9.21695,3.8657e-07,0.11627
9.689499999999999,4.2145e-07,0.11364
10.186350000000001,5.6658e-07,0.094492
10.7085,6.3329e-07,0.085448
11.2575,5.3691e-07,0.095058
11.835,5.8048e-07,0.09514
12.442,9.781e-07,0.061453
13.0795,1.4159e-06,0.049043
13.75,3.6148e-06,0.029204
14.455,1.6977e-05,0.012899
15.196000000000002,6.9861e-05,0.0062792
15.9755,2.0386e-05,0.011433
16.7945,1.9063e-06,0.037493
17.6555,3.6837e-07,0.087942
18.561,6.969e-08,0.23782
19.5125,1.5776e-08,0.66957
20.464,2.5999e-09,2.8765
